unique_id,rally,ball_round,time,frame_num,player,server,type,around_head,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height
2018-Indonesia_open-finals-1-1,1,1,00:00:00.300000,10,B,1,發長球,,,A2,225,658,2.0,,,0,1,,A4,344.0,10.0,1.0
2018-Indonesia_open-finals-1-1,1,2,00:00:02.400000,71,A,,長球,,,C3,344,10,1.0,,,0,1,,A3,122.0,870.0,1.0
2018-Indonesia_open-finals-1-1,1,3,00:00:03.500000,106,B,,切球,,,A2,122,870,1.0,,,0,1,,B2,162.0,237.0,2.0
2018-Indonesia_open-finals-1-1,1,4,00:00:04.100000,122,A,,擋小球,,,A2,162,237,2.0,,,0,1,,B2,341.0,612.0,2.0
2018-Indonesia_open-finals-1-1,1,5,00:00:05.100000,154,B,,挑球,,,B1,341,612,2.0,,,0,1,,A3,330.0,56.0,1.0
2018-Indonesia_open-finals-1-1,1,6,00:00:06,180,A,,長球,,1.0,C3,330,56,1.0,,,0,1,,A3,197.0,866.0,1.0
2018-Indonesia_open-finals-1-1,1,7,00:00:07.100000,213,B,,殺球,,,A2,197,866,1.0,,,0,1,,B2,98.0,213.0,2.0
2018-Indonesia_open-finals-1-1,1,8,00:00:07.600000,229,A,,擋小球,,,B2,98,213,2.0,,,0,1,,A1,81.0,607.0,2.0
2018-Indonesia_open-finals-1-1,1,9,00:00:08.700000,262,B,,放小球,,1.0,C1,81,607,2.0,,,0,1,,A1,277.0,412.0,2.0
2018-Indonesia_open-finals-1-1,1,10,00:00:09.600000,289,A,,放小球,,1.0,A1,277,412,2.0,,,0,1,,B1,324.0,488.0,2.0
2018-Indonesia_open-finals-1-1,1,11,00:00:10.300000,310,B,,挑球,,,B1,324,488,2.0,,,0,1,,B3,160.0,58.0,1.0
2018-Indonesia_open-finals-1-1,1,12,00:00:12,359,A,,殺球,,,A3,160,58,1.0,,,0,1,,A2,148.0,722.0,2.0
2018-Indonesia_open-finals-1-1,1,13,00:00:12.400000,372,B,,擋小球,,1.0,A2,148,722,2.0,,,0,1,,B1,113.0,390.0,2.0
2018-Indonesia_open-finals-1-1,1,14,00:00:13.400000,403,A,,挑球,,,A1,113,390,2.0,,,0,1,,A3,67.0,870.0,1.0
2018-Indonesia_open-finals-1-1,1,15,00:00:14.600000,438,B,,長球,,1.0,C2,67,870,1.0,,,0,1,,B4,105.0,36.0,1.0
2018-Indonesia_open-finals-1-1,1,16,00:00:15.800000,475,A,,切球,,,B3,105,36,1.0,,,0,1,,A2,76.0,641.0,2.0
2018-Indonesia_open-finals-1-1,1,17,00:00:16.600000,498,B,,擋小球,,1.0,C2,76,641,2.0,,,0,1,,A1,373.0,375.0,2.0
2018-Indonesia_open-finals-1-1,1,18,00:00:17.700000,530,A,,挑球,,1.0,C1,373,375,2.0,,,0,1,,B4,342.0,929.0,
2018-Indonesia_open-finals-1-1,1,19,00:00:19.200000,577,B,,未擊球,,,B3,342,929,,落地,對手誤判,1,1,A,,,,
2018-Indonesia_open-finals-1-1,2,1,00:00:22.400000,672,A,1,發長球,,,A2,183,266,2.0,,,2,2,,B4,283.0,923.0,1.0
2018-Indonesia_open-finals-1-1,2,2,00:00:24.500000,736,B,,切球,,,A3,283,923,1.0,,,2,2,,B2,113.0,306.0,2.0
2018-Indonesia_open-finals-1-1,2,3,00:00:25.300000,759,A,,挑球,,,A2,113,306,2.0,,,2,2,,A3,86.0,828.0,1.0
2018-Indonesia_open-finals-1-1,2,4,00:00:26.500000,794,B,,切球,,1.0,C2,86,828,1.0,,,2,2,,B2,167.0,216.0,1.0
2018-Indonesia_open-finals-1-1,2,5,00:00:27.100000,814,A,,撲球,,,A2,167,216,1.0,,,2,2,,B5,250.0,-58.0,
2018-Indonesia_open-finals-1-1,2,6,00:00:28,841,B,,未擊球,,,A4,250,-58,,落地,對手反拍過度過高,3,2,B,B2,201.0,268.0,
2018-Indonesia_open-finals-1-1,3,1,00:00:33.800000,1013,A,1,發長球,,,A2,201,268,2.0,,,3,3,,A4,153.0,921.0,1.0
2018-Indonesia_open-finals-1-1,3,2,00:00:36,1081,B,,切球,,,A3,153,921,1.0,,,3,3,,A2,349.0,280.0,2.0
2018-Indonesia_open-finals-1-1,3,3,00:00:36.800000,1104,A,,挑球,,1.0,C2,349,280,2.0,,,3,3,,B3,373.0,858.0,1.0
2018-Indonesia_open-finals-1-1,3,4,00:00:37.900000,1136,B,,殺球,,,B2,373,858,1.0,,,3,3,,A2,362.0,201.0,2.0
2018-Indonesia_open-finals-1-1,3,5,00:00:38.300000,1148,A,,擋小球,,1.0,C2,362,201,2.0,,,3,3,,A1,139.0,606.0,2.0
2018-Indonesia_open-finals-1-1,3,6,00:00:39.100000,1174,B,,挑球,,1.0,A1,139,606,2.0,,,3,3,,C5,406.0,-16.0,
2018-Indonesia_open-finals-1-1,3,7,00:00:40.700000,1222,A,,未擊球,,,E4,406,-16,,出界,對手失誤,4,3,A,,,,
2018-Indonesia_open-finals-1-1,4,1,00:00:45.800000,1374,A,1,發長球,,,A2,191,261,2.0,,,4,3,,B4,327.0,913.0,1.0
2018-Indonesia_open-finals-1-1,4,2,00:00:48,1441,B,,切球,,,B3,327,913,1.0,,,4,3,,A1,315.0,354.0,2.0
2018-Indonesia_open-finals-1-1,4,3,00:00:48.800000,1464,A,,擋小球,,1.0,A1,315,354,2.0,,,4,3,,A1,95.0,511.0,2.0
2018-Indonesia_open-finals-1-1,4,4,00:00:49.900000,1497,B,,挑球,,1.0,C1,95,511,2.0,,,4,3,,B4,160.0,33.0,1.0
2018-Indonesia_open-finals-1-1,4,5,00:00:51.900000,1558,A,,殺球,,,A3,160,33,1.0,,,4,3,,B2,215.0,695.0,2.0
2018-Indonesia_open-finals-1-1,4,6,00:00:52.300000,1570,B,,擋小球,,1.0,A2,215,695,2.0,,,4,3,,A1,314.0,375.0,2.0
2018-Indonesia_open-finals-1-1,4,7,00:00:53.300000,1599,A,,挑球,,1.0,A1,314,375,2.0,,,4,3,,A3,102.0,843.0,1.0
2018-Indonesia_open-finals-1-1,4,8,00:00:54.300000,1630,B,,長球,1.0,,C2,102,843,1.0,,,4,3,,B3,136.0,179.0,1.0
2018-Indonesia_open-finals-1-1,4,9,00:00:54.900000,1647,A,,切球,,,A2,136,179,1.0,,,4,3,,A2,104.0,641.0,2.0
2018-Indonesia_open-finals-1-1,4,10,00:00:55.800000,1673,B,,挑球,,1.0,C2,104,641,2.0,,,4,3,,B4,59.0,29.0,1.0
2018-Indonesia_open-finals-1-1,4,11,00:00:57,1710,A,,切球,,,B3,59,29,1.0,,,4,3,,A2,74.0,639.0,2.0
2018-Indonesia_open-finals-1-1,4,12,00:00:57.700000,1730,B,,擋小球,,,C2,74,639,2.0,,,4,3,,B2,169.0,230.0,1.0
2018-Indonesia_open-finals-1-1,4,13,00:00:58.500000,1755,A,,平球,,,A2,169,230,1.0,,,4,3,,B2,283.0,679.0,1.0
2018-Indonesia_open-finals-1-1,4,14,00:00:59,1769,B,,平球,,,A2,283,679,1.0,,,4,3,,A2,257.0,211.0,1.0
2018-Indonesia_open-finals-1-1,4,15,00:00:59.300000,1780,A,,擋小球,,1.0,A2,257,211,1.0,,,4,3,,B1,271.0,521.0,2.0
2018-Indonesia_open-finals-1-1,4,16,00:01:00.100000,1802,B,,放小球,,,A1,271,521,2.0,,,4,3,,B1,148.0,397.0,2.0
2018-Indonesia_open-finals-1-1,4,17,00:01:00.900000,1828,A,,挑球,,,A1,148,397,2.0,,,4,3,,A3,110.0,876.0,1.0
2018-Indonesia_open-finals-1-1,4,18,00:01:02.100000,1864,B,,切球,,,A3,110,876,1.0,,,4,3,,B2,89.0,211.0,2.0
2018-Indonesia_open-finals-1-1,4,19,00:01:02.700000,1881,A,,擋小球,,,B2,89,211,2.0,,,4,3,,A1,67.0,573.0,2.0
